latitude,longitude,altitude,geometry,OBJECTID,Parcel,Address,PropertyClass,PropertyUse,CurrentLand,CurrentImpr,CurrentTotal,PreviousLand,PreviousImpr,PreviousTotal,NetTaxes,SpecialAssmnt,OtherCharges,TotalTaxes,DeedPage,DeedRestriction,DeedVolume,ExemptionType,SHAPESTArea
43.02715392,-89.4897264,,Point,151,60801109097,2313 Westbrook Ln,Residential,Single family,59400,133600,193000,59400,128000,187400,4396.52,0,0,4396.52,0,0,0, - ,9628.98468
43.02694151,-89.48972765,,Point,152,60801109104,2401 Westbrook Ln,Residential,Single family,59400,124600,184000,59400,113600,173000,4180.78,0,0,4180.78,0,0,0, - ,9889.892273
43.02673121,-89.48972944,,Point,153,60801109112,2405 Westbrook Ln,Residential,Single family,59400,128100,187500,59400,122600,182000,4264.68,168.17,0,4432.85,0,0,0, - ,9402.660614
43.02653132,-89.48973126,,Point,154,60801109120,2409 Westbrook Ln,Residential,Single family,57400,114300,171700,57400,104600,162000,4036.1,69.02,0,4105.12,0,0,0, - ,8905.84613
43.02633374,-89.48973136,,Point,155,60801109138,2413 Westbrook Ln,Residential,Single family,59400,126000,185400,59400,120600,180000,4214.34,0,0,4214.34,0,0,0, - ,9156.42337
43.02633039,-89.4892661,,Point,156,60801109146,2414 Prairie Rd,Residential,Single family,59400,127000,186400,59400,121600,181000,4238.31,0,703.66,4941.97,0,0,0, - ,9139.071655
43.0265337,-89.48926345,,Point,157,60801109154,2410 Prairie Rd,Residential,Single family,59400,111300,170700,59400,101600,161000,3861.95,0,0,3861.95,0,0,0, - ,9354.025879
43.02673358,-89.48926037,,Point,158,60801109162,2406 Prairie Rd,Residential,Single family,57400,129000,186400,57400,123600,181000,4238.31,0,0,4238.31,0,0,0, - ,8841.78363
43.02694121,-89.48925848,,Point,159,60801109170,2402 Prairie Rd,Residential,Single family,59400,100400,159800,59400,88600,148000,3600.66,0,0,3600.66,0,0,0, - ,10070.18707
43.02715404,-89.48925667,,Point,160,60801109188,2314 Prairie Rd,Residential,Single family,57400,115300,172700,57400,105600,163000,3909.89,0,0,3909.89,0,0,0, - ,9327.538025
43.02736763,-89.4892548,,Point,161,60801109196,2310 Prairie Rd,Residential,Single family,59900,107600,167500,59900,98100,158000,3785.24,0,0,3785.24,0,0,0, - ,10151.81143
43.02758145,-89.48925203,,Point,162,60801109203,2306 Prairie Rd,Residential,Single family,59400,121900,181300,59400,116600,176000,4116.05,0,920.17,5036.22,0,0,0, - ,9361.312927
43.02778989,-89.48924993,,Point,163,60801109211,2302 Prairie Rd,Residential,Single family,59400,104900,164300,59400,95600,155000,3708.53,0,0,3708.53,0,0,0, - ,9673.268585
43.02800676,-89.48924778,,Point,164,60801109229,2230 Prairie Rd,Residential,Single family,59400,128100,187500,59400,122600,182000,4264.68,0,0,4264.68,0,0,0, - ,10142.76834
43.0282141,-89.48924504,,Point,165,60801109237,2226 Prairie Rd,Residential,Single family,57400,128100,185500,57400,125600,183000,4216.73,82.63,0,4299.36,0,0,0, - ,8815.538208
43.02841099,-89.4892442,,Point,166,60801109245,2222 Prairie Rd,Residential,Single family,57400,153800,211200,57400,147600,205000,4832.81,0,0,4832.81,0,0,0, - ,9196.443573
43.02860656,-89.48924115,,Point,167,60801109253,2218 Prairie Rd,Residential,Single family,57200,137700,194900,57200,132000,189200,4442.07,0,0,4442.07,0,0,0, - ,8706.589355
43.028812,-89.48923941,,Point,168,60801109261,2214 Prairie Rd,Residential,Single family,59900,121400,181300,59900,116100,176000,4116.05,0,0,4116.05,0,0,0, - ,10110.16714
43.02908748,-89.48914216,,Point,169,60801109279,6201 Pioneer Rd,Residential,Single family,59400,130100,189500,59400,124600,184000,4312.62,0,0,4312.62,0,0,0, - ,9038.611298
43.0290895,-89.48941228,,Point,170,60801109287,6205 Pioneer Rd,Residential,Single family,56900,133700,190600,56900,128100,185000,4338.99,0,0,4338.99,0,0,0, - ,8478.111145
43.02909119,-89.48967591,,Point,171,60801109295,6209 Pioneer Rd,Residential,Single family,59400,120900,180300,59400,115600,175000,4092.08,0,0,4092.08,0,0,0, - ,8510.054077
43.02897863,-89.48989526,,Point,172,60801109302,6217 Pioneer Rd,Residential,Single family,57400,137300,194700,57400,131600,189000,4437.27,98.18,0,4535.45,0,0,0, - ,9096.792206
43.02963476,-89.48770532,,Point,173,60801110010,6109 Riva Rd,Residential,Single family,67300,153500,220800,67300,149200,216500,5062.94,68.78,0,5131.72,0,0,0, - ,15341.39542
43.02963684,-89.48802197,,Point,174,60801110028,6113 Riva Rd,Residential,Single family,60500,144600,205100,60500,140600,201100,4686.58,26.33,0,4712.91,0,0,0, - ,12327.57611
43.02974981,-89.48843087,,Point,175,60801110036,2101 Prairie Rd,Residential,Single family,57500,140600,198100,57500,136700,194200,4668.96,0,0,4668.96,0,0,0, - ,11767.87363
43.02952499,-89.48843123,,Point,176,60801110044,2105 Prairie Rd,Residential,Single family,57000,164200,221200,57000,159900,216900,5072.53,0,0,5072.53,0,0,0, - ,11771.91681
43.02929251,-89.4884251,,Point,177,60801110052,2109 Prairie Rd,Residential,Single family,57600,122900,180500,57600,119400,177000,4096.87,0,0,4096.87,0,0,0, - ,12238.63083
43.02906373,-89.48842516,,Point,178,60801110060,2113 Prairie Rd,Residential,Single family,56400,144600,201000,56400,140700,197100,4588.3,0,0,4588.3,0,0,0, - ,11057.45023
43.02885207,-89.48843142,,Point,179,60801110078,2201 Prairie Rd,Residential,Single family,55100,94200,149300,55100,91300,146400,3348.95,0,0,3348.95,0,0,0, - ,10723.89154
43.02864758,-89.48843308,,Point,180,60801110086,2205 Prairie Rd,Residential,Single family,55100,162100,217200,55100,157800,212900,4976.64,0,0,4976.64,0,0,0, - ,10610.55972
43.02844303,-89.48843312,,Point,181,60801110094,2209 Prairie Rd,Residential,Single family,55100,113700,168800,55100,110400,165500,3816.4,0,0,3816.4,0,0,0, - ,10736.75513
43.0282299,-89.48843308,,Point,182,60801110101,2213 Prairie Rd,Residential,Single family,58900,101500,160400,58900,98400,157300,3615.04,0,0,3615.04,0,0,0, - ,11510.07199
43.02822695,-89.48790731,,Point,183,60801110119,2214 Jonquil Rd,Residential,Single family,60000,107100,167100,60000,103800,163800,3775.65,0,0,3775.65,0,0,0, - ,11144.25427
43.02844029,-89.4879053,,Point,184,60801110127,2210 Jonquil Rd,Residential,Single family,56200,104900,161100,56200,96400,152600,3631.82,0,0,3631.82,0,0,0, - ,10493.61017
43.02864484,-89.48790549,,Point,185,60801110135,2206 Jonquil Rd,Residential,Single family,56200,110000,166200,56200,106700,162900,3904.26,0,0,3904.26,0,0,0, - ,10242.92053
43.02885047,-89.4879042,,Point,186,60801110143,2202 Jonquil Rd,Residential,Single family,56200,123500,179700,56200,120000,176200,4077.7,198.3,0,4276,0,0,0, - ,10589.85135
43.02906463,-89.48789882,,Point,187,60801110151,2114 Jonquil Rd,Residential,Single family,58200,119100,177300,58200,115600,173800,4020.16,0,0,4020.16,0,0,0, - ,11198.12286
43.02929422,-89.48786148,,Point,188,60801110169,2110 Jonquil Rd,Residential,Single family,58200,164300,222500,58200,159900,218100,5103.69,0,0,5103.69,0,0,0, - ,14142.43219
43.02963144,-89.4844855,,Point,189,60801111018,5913 Riva Rd,Residential,Single family,66900,106400,173300,66900,103000,169900,3924.28,0,0,3924.28,0,0,0, - ,14588.45682
43.02964391,-89.48485953,,Point,190,60801111026,5917 Riva Rd,Residential,Single family,66100,111900,178000,66100,108400,174500,4036.94,0,0,4036.94,0,0,0, - ,14608.39465
43.0296448,-89.48520177,,Point,191,60801111034,5921 Riva Rd,Residential,Single family,61500,84600,146100,61500,80300,141800,3422.42,63.9,0,3486.32,0,0,0, - ,12596.35211
43.02964634,-89.48551858,,Point,192,60801111042,5925 Riva Rd,Residential,Single family,61500,101800,163300,61500,98600,160100,3684.56,0,0,3684.56,0,0,0, - ,12604.86542
43.02964696,-89.48583717,,Point,193,60801111050,6001 Riva Rd,Residential,Single family,61500,133100,194600,61500,129300,190800,4434.88,0,0,4434.88,0,0,0, - ,12754.85007
43.02964857,-89.48615641,,Point,194,60801111068,6005 Riva Rd,Residential,Single family,61500,136800,198300,61500,132900,194400,4523.57,0,0,4523.57,0,0,0, - ,12674.09259
43.02964927,-89.48647425,,Point,195,60801111076,6009 Riva Rd,Residential,Single family,61500,98700,160200,61500,95600,157100,3610.25,0,0,3610.25,0,0,0, - ,12660.27502
43.02965012,-89.4867919,,Point,196,60801111084,6013 Riva Rd,Residential,Single family,61500,118400,179900,61500,92900,154400,4082.49,0,0,4082.49,0,0,0, - ,12676.31348
43.02965123,-89.48710885,,Point,197,60801111092,6101 Riva Rd,Residential,Single family,61300,105800,167100,61300,102500,163800,3775.65,16.81,558.9,4351.36,0,0,0, - ,12621.63556
43.02922982,-89.48716001,,Point,198,60801111109,6022 Malabar Ln,Residential,Single family,58200,121400,179600,58200,104600,162800,4075.3,0,0,4075.3,0,0,0, - ,12246.23016
43.0292397,-89.48687669,,Point,199,60801111117,6018 Malabar Ln,Residential,Single family,57900,96900,154800,57900,93900,151800,3480.8,0,0,3480.8,0,0,0, - ,10364.10333
43.02923922,-89.48661635,,Point,200,60801111125,6014 Malabar Ln,Residential,Single family,56100,132500,188600,56100,128800,184900,4291.05,0,0,4291.05,0,0,0, - ,10560.89014
43.02923786,-89.48635584,,Point,201,60801111133,6010 Malabar Ln,Residential,Single family,56100,110100,166200,56100,106800,162900,3754.08,0,0,3754.08,0,0,0, - ,10411.30573
43.02923663,-89.48609318,,Point,202,60801111141,6006 Malabar Ln,Residential,Single family,56100,91900,148000,56100,100200,156300,3317.79,0,0,3317.79,0,0,0, - ,10767.18219
43.0292352,-89.48582883,,Point,203,60801111159,6002 Malabar Ln,Residential,Single family,56100,99800,155900,56100,96700,152800,3507.17,0.97,657.38,4165.52,0,0,0, - ,10579.99765
43.02923527,-89.48556803,,Point,204,60801111167,5930 Malabar Ln,Residential,Single family,58200,119000,177200,58200,115500,173700,4017.77,0,0,4017.77,0,0,0, - ,10513.39041
43.02923331,-89.4853064,,Point,205,60801111175,5926 Malabar Ln,Residential,Single family,56100,94400,150500,56100,91400,147500,3527.9,0,0,3527.9,0,0,0, - ,10650.26886
43.02923426,-89.48503563,,Point,206,60801111183,5922 Malabar Ln,Residential,Single family,57900,101500,159400,57900,98400,156300,3591.07,0,0,3591.07,0,0,0, - ,11153.08218
43.02923365,-89.48475538,,Point,207,60801111191,5918 Malabar Ln,Residential,Single family,57900,92100,150000,57900,89200,147100,3365.73,0,0,3365.73,0,0,0, - ,11383.02664
43.02922002,-89.48448167,,Point,208,60801111208,5914 Malabar Ln,Residential,Single family,55800,114400,170200,55800,111100,166900,4000.14,0,0,4000.14,0,0,0, - ,10565.52072
43.02923346,-89.48417135,,Point,209,60801111216,5910 Malabar Ln,Residential,Single family,65600,98800,164400,65600,95600,161200,3710.93,0,0,3710.93,0,0,0, - ,14726.56839
43.02894024,-89.48349331,,Point,210,60801112016,5901 Malabar Ln,Residential,Single family,63900,110800,174700,63900,107400,171300,3957.84,0,0,3957.84,0,0,0, - ,13964.00531
43.02873163,-89.48377353,,Point,211,60801112024,5905 Malabar Ln,Residential,Single family,67000,112600,179600,67000,109100,176100,4075.3,0,0,4075.3,0,0,0, - ,14945.73569
43.02865542,-89.48414104,,Point,212,60801112032,5909 Malabar Ln,Residential,Single family,65600,90500,156100,65600,87400,153000,3511.96,0,0,3511.96,0,0,0, - ,14103.57925
43.02866702,-89.48447417,,Point,213,60801112040,5913 Malabar Ln,Residential,Single family,56100,94200,150300,56100,91300,147400,3372.92,0,0,3372.92,0,0,0, - ,10595.14819
43.0286667,-89.48475643,,Point,214,60801112058,5917 Malabar Ln,Residential,Single family,56100,91400,147500,56100,91400,147500,3305.8,0,0,3305.8,0,0,0, - ,10461.83612
43.02866613,-89.48503655,,Point,215,60801112066,5921 Malabar Ln,Residential,Single family,56100,95700,151800,56100,92700,148800,3408.88,0,0,3408.88,0,0,0, - ,10442.58939
43.02866764,-89.48531244,,Point,216,60801112074,5925 Malabar Ln,Residential,Single family,55600,98000,153600,55600,95000,150600,3452.03,0,0,3452.03,0,0,0, - ,10179.38525
43.02867016,-89.48558618,,Point,217,60801112082,5929 Malabar Ln,Residential,Single family,55600,109700,165300,55600,106500,162100,3882.68,0,0,3882.68,0,0,0, - ,10394.87927
43.02867139,-89.48586007,,Point,218,60801112090,6001 Malabar Ln,Residential,Single family,55600,116100,171700,55600,112700,168300,3885.92,0,0,3885.92,0,0,0, - ,10212.64072
43.02867235,-89.48613506,,Point,219,60801112107,6005 Malabar Ln,Residential,Single family,58200,137400,195600,58200,133600,191800,4458.85,0,0,4458.85,0,0,0, - ,10433.18176
43.02867401,-89.48641026,,Point,220,60801112115,6009 Malabar Ln,Residential,Single family,55600,112300,167900,55600,109000,164600,3794.83,0,0,3794.83,0,0,0, - ,10194.54279
43.02867464,-89.48668142,,Point,221,60801112123,6013 Malabar Ln,Residential,Single family,58200,98100,156300,58200,95000,153200,3516.76,73.4,630.06,4220.22,0,0,0, - ,10105.07501
43.02867672,-89.48695466,,Point,222,60801112131,6017 Malabar Ln,Residential,Single family,55600,116900,172500,55600,113500,169100,3905.1,0,0,3905.1,0,0,0, - ,10322.41623
43.02867665,-89.48723467,,Point,223,60801112149,6021 Malabar Ln,Residential,Single family,57200,96400,153600,57200,93400,150600,3452.03,0,0,3452.03,0,0,0, - ,10582.96094
43.02829781,-89.48723212,,Point,224,60801112157,6022 Mayhill Dr,Residential,Single family,57200,121400,178600,57200,109500,166700,4051.33,54.32,0,4105.65,0,0,0, - ,10527.47067
43.02829573,-89.4869526,,Point,225,60801112165,6018 Mayhill Dr,Residential,Single family,55600,98600,154200,55600,95600,151200,3466.41,0,0,3466.41,0,0,0, - ,10078.68204
43.02829304,-89.48667938,,Point,226,60801112173,6014 Mayhill Dr,Residential,Single family,55600,111800,167400,55600,108500,164100,3782.84,0,0,3782.84,0,0,0, - ,10108.7464
43.02829174,-89.48640783,,Point,227,60801112181,6010 Mayhill Dr,Residential,Single family,55600,106500,162100,55600,103300,158900,3655.79,0,0,3655.79,0,0,0, - ,9997.66272
43.02828943,-89.48613357,,Point,228,60801112199,6006 Mayhill Dr,Residential,Single family,55600,94300,149900,55600,91400,147000,3363.34,0,0,3363.34,0,0,0, - ,10352.61514
43.02828765,-89.48585891,,Point,229,60801112206,6002 Mayhill Dr,Residential,Single family,55600,135200,190800,55600,131500,187100,4343.78,0,0,4343.78,0,0,0, - ,10071.20911
43.02828578,-89.48558644,,Point,230,60801112214,5950 Mayhill Dr,Residential,Single family,55600,132900,188500,55600,129200,184800,4288.65,0,0,4288.65,0,0,0, - ,10232.23495
43.02828353,-89.48531344,,Point,231,60801112222,5946 Mayhill Dr,Residential,Single family,55600,104100,159700,55600,101000,156600,3598.26,0,0,3598.26,0,0,0, - ,10152.97986
43.02828298,-89.4850377,,Point,232,60801112230,5942 Mayhill Dr,Residential,Single family,56100,110200,166300,56100,106900,163000,3756.47,0,0,3756.47,0,0,0, - ,10469.5329
43.02828368,-89.48475797,,Point,233,60801112248,5938 Mayhill Dr,Residential,Single family,56100,101900,158000,56100,98800,154900,3557.51,0,0,3557.51,0,0,0, - ,10441.04312
43.02828425,-89.48447637,,Point,234,60801112256,5934 Mayhill Dr,Residential,Single family,56100,143900,200000,56100,111200,167300,4564.32,0,406.08,4970.4,0,0,0, - ,10587.84695
43.02827901,-89.48419022,,Point,235,60801112264,5930 Mayhill Dr,Residential,Single family,56800,153100,209900,56800,132200,189000,4801.65,0,0,4801.65,0,0,0, - ,10732.63858
43.02829012,-89.48390322,,Point,236,60801112272,5926 Mayhill Dr,Residential,Single family,56800,99300,156100,56800,96200,153000,3511.96,0,0,3511.96,0,0,0, - ,10202.9035
43.02836472,-89.48362524,,Point,237,60801112280,5920 Mayhill Dr,Residential,Single family,57200,167500,224700,57200,163100,220300,5156.43,0,0,5156.43,0,0,0, - ,10713.24609
43.02848226,-89.48337425,,Point,238,60801112298,5914 Mayhill Dr,Residential,Single family,58000,110100,168100,58000,106800,164800,3949.8,241.56,867.76,5059.12,0,0,0, - ,11178.25305
43.02863075,-89.48315825,,Point,239,60801112305,5908 Mayhill Dr,Residential,Single family,56800,91000,147800,56800,88100,144900,3313,0,0,3313,0,0,0, - ,10737.18277
43.02881137,-89.48299694,,Point,240,60801112313,5902 Mayhill Dr,Residential,Single family,58500,100400,158900,58500,97300,155800,3579.08,0,0,3579.08,0,0,0, - ,11553.61243
43.02856988,-89.48231652,,Point,241,60801113014,5901 Mayhill Dr,Residential,Single family,62200,116700,178900,62200,113200,175400,4058.52,0,0,4058.52,0,0,0, - ,13628.06134
43.02835251,-89.48248443,,Point,242,60801113022,5905 Mayhill Dr,Residential,Single family,61200,107200,168400,61200,103900,165100,3806.81,0,0,3806.81,0,0,0, - ,13153.38843
43.02817077,-89.48270195,,Point,243,60801113030,5909 Mayhill Dr,Residential,Single family,62400,101000,163400,62400,97800,160200,3686.96,0,0,3686.96,0,0,0, - ,12775.81134
43.0279985,-89.48293624,,Point,244,60801113048,5913 Mayhill Dr,Residential,Single family,65500,86500,152000,65500,83500,149000,3413.68,0,0,3413.68,0,0,0, - ,14267.9866
43.02787131,-89.48320585,,Point,245,60801113056,5917 Mayhill Dr,Residential,Single family,66100,97900,164000,66100,94700,160800,3701.34,0,0,3701.34,0,0,0, - ,14331.83578
43.02778474,-89.48351562,,Point,246,60801113064,5921 Mayhill Dr,Residential,Single family,64300,98400,162700,64300,95200,159500,3670.18,0,0,3670.18,0,0,0, - ,13916.65103
43.02773778,-89.48383703,,Point,247,60801113072,5925 Mayhill Dr,Residential,Single family,64200,89400,153600,64200,86400,150600,3452.03,62.22,0,3514.25,0,0,0, - ,13211.53616
43.02773093,-89.48417359,,Point,248,60801113080,5929 Mayhill Dr,Residential,Single family,60500,121500,182000,60500,128000,188500,4132.83,6.73,0,4139.56,0,0,0, - ,12200.7988
43.02773611,-89.48447813,,Point,249,60801113098,5933 Mayhill Dr,Residential,Single family,56100,127900,184000,56100,124300,180400,4180.78,0,0,4180.78,0,0,0, - ,10318.98923
43.02773744,-89.48475674,,Point,250,60801113105,5937 Mayhill Dr,Residential,Single family,56100,125000,181100,56100,121400,177500,4111.26,0,0,4111.26,0,0,0, - ,10400.5863
43.02773831,-89.48505301,,Point,251,60801113113,5941 Mayhill Dr,Residential,Single family,58900,157200,216100,58900,153000,211900,4950.27,0,0,4950.27,0,0,0, - ,11733.22668
43.02773949,-89.48533145,,Point,252,60801113121,5945 Mayhill Dr,Residential,Single family,52800,118500,171300,52800,115100,167900,3876.33,0,0,3876.33,0,0,0, - ,9141.646851
43.0277417,-89.48558924,,Point,253,60801113139,5949 Mayhill Dr,Residential,Single family,55600,173400,229000,55600,143400,199000,5259.51,0,356.87,5616.38,0,0,0, - ,10202.00116
43.02774229,-89.48586051,,Point,254,60801113147,6001 Mayhill Dr,Residential,Single family,55600,128000,183600,55600,124400,180000,4171.19,0,304.06,4475.25,0,0,0, - ,10157.43954
43.02774511,-89.48613401,,Point,255,60801113155,6005 Mayhill Dr,Residential,Single family,55600,111200,166800,55600,107900,163500,3768.46,0,0,3768.46,0,0,0, - ,10376.33194
43.02774627,-89.48640827,,Point,256,60801113163,6009 Mayhill Dr,Residential,Single family,55600,124800,180400,55600,121300,176900,4094.48,0,0,4094.48,0,0,0, - ,10218.28922
43.02774834,-89.48667976,,Point,257,60801113171,6013 Mayhill Dr,Residential,Single family,55600,91600,147200,55600,83300,138900,3298.61,0,495.34,3793.95,0,0,0, - ,10174.414
43.02774991,-89.48695017,,Point,258,60801113189,6017 Mayhill Dr,Residential,Single family,55600,100900,156500,55600,97800,153400,3521.55,0,0,3521.55,0,0,0, - ,10142.19434
43.02775087,-89.48722931,,Point,259,60801113197,6021 Mayhill Dr,Residential,Single family,55800,125600,181400,55800,122000,177800,4118.45,0,0,4118.45,0,0,0, - ,10832.08328
43.02736693,-89.48722842,,Point,260,60801113204,6022 Meadowood Dr,Residential,Single family,57200,100400,157600,57200,97300,154500,3547.92,0,0,3547.92,0,0,0, - ,10790.47028
43.02736507,-89.48695027,,Point,261,60801113212,6018 Meadowood Dr,Residential,Single family,55600,126400,182000,55600,115800,171400,4132.83,0,0,4132.83,0,0,0, - ,10074.4288
43.02736421,-89.48668135,,Point,262,60801113220,6014 Meadowood Dr,Residential,Single family,55600,92300,147900,55600,88000,143600,3315.39,0,0,3315.39,0,0,0, - ,10033.16885
43.02736285,-89.48641033,,Point,263,60801113238,6010 Meadowood Dr,Residential,Single family,55600,92000,147600,55600,87700,143300,3308.2,0,0,3308.2,0,0,0, - ,10162.42438
43.0273624,-89.48613739,,Point,264,60801113246,6006 Meadowood Dr,Residential,Single family,55600,119200,174800,55600,115800,171400,3960.23,0,0,3960.23,0,0,0, - ,10106.11539
43.02736033,-89.48586295,,Point,265,60801113254,6002 Meadowood Dr,Residential,Single family,55600,105400,161000,55600,102200,157800,3779.6,0,0,3779.6,0,0,0, - ,10203.22299
43.0273604,-89.48559074,,Point,266,60801113262,5938 Meadowood Dr,Residential,Single family,55600,110700,166300,55600,104900,160500,3906.65,0,0,3906.65,0,0,0, - ,9870.105896
43.0273591,-89.48531987,,Point,267,60801113270,5934 Meadowood Dr,Residential,Single family,55600,127300,182900,55600,123700,179300,4154.41,92.84,0,4247.25,0,0,0, - ,10035.67508
43.0273582,-89.48504113,,Point,268,60801113288,5930 Meadowood Dr,Residential,Single family,56100,133900,190000,56100,118700,174800,4324.61,0,0,4324.61,0,0,0, - ,10389.53992
43.02735768,-89.48475949,,Point,269,60801113296,5926 Meadowood Dr,Residential,Single family,56100,94800,150900,56100,91800,147900,3387.31,0,0,3387.31,0,0,0, - ,10243.62912
43.02735832,-89.48448109,,Point,270,60801113303,5922 Meadowood Dr,Residential,Single family,56100,111500,167600,56100,108200,164300,3937.82,0,0,3937.82,0,0,0, - ,10164.76779
43.02735834,-89.48418691,,Point,271,60801113311,5918 Meadowood Dr,Residential,Single family,58100,97200,155300,58100,94200,152300,3492.78,0,0,3492.78,0,0,0, - ,11429.14682
43.02735627,-89.48389075,,Point,272,60801113329,5914 Meadowood Dr,Residential,Single family,58100,117100,175200,58100,113700,171800,3969.82,0,0,3969.82,0,0,0, - ,10405.83237
43.02735664,-89.48360927,,Point,273,60801113337,5910 Meadowood Dr,Residential,Single family,57600,88600,146200,57600,83000,140600,3274.64,0,81.17,3355.81,0,0,0, - ,10690.54709
43.0273844,-89.48332872,,Point,274,60801113345,5906 Meadowood Dr,Residential,Single family,62100,97400,159500,62100,94300,156400,3593.47,0,0,3593.47,0,0,0, - ,12575.383
43.02741723,-89.48304903,,Point,275,60801113353,5902 Meadowood Dr,Residential,Single family,67100,109800,176900,67100,106300,173400,4010.58,0,0,4010.58,0,0,0, - ,14777.43069
43.02730014,-89.48277817,,Point,276,60801113361,5830 Meadowood Dr,Residential,Single family,52500,98600,151100,52500,95600,148100,3392.1,0,0,3392.1,0,0,0, - ,9016.219696
43.02729276,-89.48249669,,Point,277,60801113379,5826 Meadowood Dr,Residential,Single family,52500,105800,158300,52500,102700,155200,3714.88,0,0,3714.88,0,0,0, - ,8873.559418
43.0272938,-89.48219903,,Point,278,60801113387,5822 Meadowood Dr,Residential,Single family,55000,99200,154200,55000,96200,151200,3466.41,0,0,3466.41,0,0,0, - ,10326.96603
43.02760622,-89.48254353,,Point,279,60801113395,5810 Idledale Cir,Residential,Single family,71300,155700,227000,71300,151200,222500,5211.56,0,0,5211.56,0,0,0, - ,21903.9494
43.02790351,-89.48232076,,Point,280,60801113402,5814 Idledale Cir,Residential,Single family,71500,142700,214200,71500,138500,210000,4904.72,0,0,4904.72,0,0,0, - ,22645.70322
43.02800267,-89.48191669,,Point,281,60801113410,5818 Idledale Cir,Residential,Single family,70300,86600,156900,70300,83500,153800,3531.14,0,0,3531.14,0,0,0, - ,19089.86826
43.0278364,-89.48147139,,Point,282,60801113428,5813 Idledale Cir,Residential,Single family,68700,118900,187600,68700,103200,171900,4267.07,0,0,4267.07,0,0,0, - ,18672.4198
43.02756455,-89.48132301,,Point,283,60801113436,5809 Idledale Cir,Residential,Single family,69800,102000,171800,69800,98600,168400,3888.32,0,0,3888.32,0,0,0, - ,18495.50842
43.02728032,-89.48166899,,Point,284,60801113444,5818 Meadowood Dr,Residential,Single family,54400,109100,163500,54400,105900,160300,3689.35,0,0,3689.35,0,0,0, - ,9788.28125
43.02726302,-89.48138433,,Point,285,60801113452,5814 Meadowood Dr,Residential,Single family,51900,100300,152200,51900,97300,149200,3418.47,0,0,3418.47,0,0,0, - ,8756.963318
43.0272553,-89.48110983,,Point,286,60801113460,5810 Meadowood Dr,Residential,Single family,51900,109100,161000,51900,105900,157800,3629.42,0,0,3629.42,0,0,0, - ,8698.094788
43.02724721,-89.4808372,,Point,287,60801113478,5806 Meadowood Dr,Residential,Single family,51900,147300,199200,51900,143400,195300,4545.15,0,0,4545.15,0,0,0, - ,8579.615356
43.02723983,-89.4805582,,Point,288,60801113486,5802 Meadowood Dr,Residential,Single family,53100,103100,156200,53100,100000,153100,3664.54,49.82,0,3714.36,0,0,0, - ,9034.783264
43.02752432,-89.48068672,,Point,289,60801113494,2334 Tanager Trl,Residential,Single family,62400,121500,183900,62400,117900,180300,4178.38,0,0,4178.38,0,0,0, - ,13210.96783
43.02775151,-89.48077264,,Point,290,60801113501,2330 Tanager Trl,Residential,Single family,61900,98800,160700,61900,95600,157500,3622.23,0,0,3622.23,0,0,0, - ,12664.1517
43.02796008,-89.4808983,,Point,291,60801113519,2326 Tanager Trl,Residential,Single family,57000,136000,193000,57000,117300,174300,4396.52,0,0,4396.52,0,0,0, - ,10294.97375
43.02812522,-89.48113136,,Point,292,60801113527,2322 Tanager Trl,Residential,Single family,57200,120400,177600,57200,116900,174100,4027.36,50.55,862.02,4939.93,0,0,0, - ,11108.53751
43.02822441,-89.48141892,,Point,293,60801113535,2318 Tanager Trl,Residential,Single family,51000,146800,197800,51000,142900,193900,4511.59,0,80.29,4591.88,0,0,0, - ,10875.76022
43.02831399,-89.48169568,,Point,294,60801113543,2314 Tanager Trl,Residential,Single family,55900,112100,168000,55900,108800,164700,3797.23,0,0,3797.23,0,0,0, - ,10511.25647
43.02840306,-89.48196883,,Point,295,60801113551,2310 Tanager Trl,Residential,Single family,55900,110800,166700,55900,107500,163400,3766.06,0,0,3766.06,0,0,0, - ,10542.09143
43.02674578,-89.48060183,,Point,296,60801114012,5801 Meadowood Dr,Residential,Single family,55600,100000,155600,55600,96900,152500,3499.98,0,0,3499.98,0,0,0, - ,10124.23779
43.02675408,-89.48090731,,Point,297,60801114020,5805 Meadowood Dr,Residential,Single family,54100,98100,152200,54100,95100,149200,3418.47,0,0,3418.47,0,0,0, - ,9603.983856
43.02676117,-89.48119641,,Point,298,60801114038,5809 Meadowood Dr,Residential,Single family,52500,96800,149300,52500,93900,146400,3348.95,0,0,3348.95,0,0,0, - ,9065.700928
43.02676856,-89.4814767,,Point,299,60801114046,5813 Meadowood Dr,Residential,Single family,52500,99200,151700,52500,96200,148700,3406.49,0,0,3406.49,0,0,0, - ,9035.308502
43.02677598,-89.48175836,,Point,300,60801114054,5817 Meadowood Dr,Residential,Single family,52500,103100,155600,52500,100000,152500,3650.16,146.78,0,3796.94,0,0,0, - ,9147.5849
43.02678332,-89.48203837,,Point,301,60801114062,5821 Meadowood Dr,Residential,Single family,52500,110200,162700,52500,107000,159500,3670.18,0,0,3670.18,0,0,0, - ,8907.255798
43.02679013,-89.48231719,,Point,302,60801114070,5825 Meadowood Dr,Residential,Single family,52500,112100,164600,52500,108900,161400,3715.72,0,231.35,3947.07,0,0,0, - ,9044.782196
